,loss,acc,val_loss,val_acc
0,0.31639334559440613,0.8514999747276306,0.16431166231632233,0.9399999976158142
1,0.10446123033761978,0.9605000019073486,0.11472633481025696,0.953000009059906
2,0.05239317938685417,0.984000027179718,0.1203400194644928,0.9509999752044678
3,0.026664914563298225,0.9919999837875366,0.13672667741775513,0.949999988079071
4,0.029540855437517166,0.9929999709129333,0.15401813387870789,0.9409999847412109
5,0.015359407290816307,0.9975000023841858,0.14832176268100739,0.9559999704360962
6,0.012459657154977322,0.9965000152587891,0.18300817906856537,0.9470000267028809
7,0.026615537703037262,0.9959999918937683,0.1727960854768753,0.9449999928474426
8,0.00033257307950407267,1.0,0.46356451511383057,0.9190000295639038
9,0.0095736188814044,0.9965000152587891,0.20145778357982635,0.9549999833106995
10,0.0034120480995625257,0.9990000128746033,0.23769253492355347,0.9490000009536743
11,0.0007818168378435075,0.9994999766349792,0.20277251303195953,0.9589999914169312
12,0.012238170951604843,0.9980000257492065,0.17372258007526398,0.9589999914169312
13,6.3481629695161246e-06,1.0,0.25273171067237854,0.9580000042915344
14,0.022305045276880264,0.9975000023841858,0.18874892592430115,0.9610000252723694
15,0.00041279950528405607,1.0,0.2631116509437561,0.9549999833106995
16,0.00011200990411452949,1.0,0.24765942990779877,0.9610000252723694
17,0.011009667068719864,0.9984999895095825,0.31589728593826294,0.9520000219345093
18,0.0049650962464511395,0.9984999895095825,0.26466643810272217,0.9559999704360962
19,0.0004869544645771384,1.0,0.2715644836425781,0.953000009059906
20,0.0033681774511933327,0.9994999766349792,0.3502157926559448,0.9490000009536743
21,7.067150727380067e-05,1.0,0.3106784224510193,0.9509999752044678
22,0.002627603942528367,0.9990000128746033,0.258657306432724,0.953000009059906
23,0.03018058091402054,0.9965000152587891,0.25503474473953247,0.9539999961853027
24,7.93351591710234e-06,1.0,0.2722916901111603,0.9559999704360962
25,6.247536532555387e-08,1.0,0.29564368724823,0.9610000252723694
26,4.331447200911498e-09,1.0,0.29764920473098755,0.9629999995231628
27,1.0856318066743142e-09,1.0,0.3067880868911743,0.9599999785423279
28,8.434289378023152e-10,1.0,0.30976322293281555,0.9599999785423279
29,6.745750069647727e-10,1.0,0.3129631578922272,0.9599999785423279
